	SamID	Number	chrom	loc.start	loc.end	seg.median	seg.sd	num.mark	Call	subsegment	segment	AvgBAF
19931	CL135	135	4	19180039	64350772	0.014038043	0.185609415	8082	N02.BalHet	3	135.4.3	0.487023539
19932	CL135	135	4	64380191	64392223	-0.7473254	0.299076795	7	N01.Homozygous	4	135.4.4	0.471199649
19933	CL135	135	4	64398956	115392116	0.01345301	0.197723472	9369	N02.BalHet	5	135.4.5	0.484533296
19934	CL135	135	4	115398433	115401739	-6.196835	0.673081661	6	DoubleLoss	6	135.4.6	0.46925738
19935	CL135	135	4	115407950	134346726	0.034327551	0.190514207	3293	N02.BalHet	7	135.4.7	0.483802027
19936	CL135	135	4	134352228	134371364	-3.770844	2.506768307	5	DoubleLoss	8	135.4.8	0.427617223
19937	CL135	135	4	134373237	191252241	0.017943383	0.190006876	11341	N02.BalHet	9	135.4.9	0.487775982
19938	CL135	135	5	73747	12840094	-0.001450671	0.222222454	3644	N02.BalHet	1	135.5.1	0.47475483
19939	CL135	135	5	12841434	13263200	0.096865345	0.152176336	74	N03.Homozygous	2	135.5.2	0.486744594
19940	CL135	135	5	13266877	68799305	0.011962133	0.188257029	10463	N02.BalHet	3	135.5.3	0.485649089
19941	CL135	135	5	68808686	70725208	0.00148858	0.233613055	308	N02.Homozygous	4	135.5.4	0.497022212
19942	CL135	135	5	70739833	97782800	0.00998838	0.210276488	5144	N02.BalHet	5	135.5.5	0.485992468
19943	CL135	135	5	97784282	98597609	0.027920815	0.160051936	134	N02.Homozygous	6	135.5.6	0.481447073
19944	CL135	135	5	98611620	180837061	-0.001527339	0.197085688	17649	N02.BalHet	7	135.5.7	0.487624138
19945	CL135	135	6	34571	132837	-0.1691983	0.196401301	16	N01.Homozygous	1	135.6.1	0.264302154
19946	CL135	135	6	133937	29463092	-0.00671208	0.183448254	8080	N02.UnbalHet	2	135.6.2	0.481268352
19947	CL135	135	6	29463127	31388175	-0.022089875	0.204515798	2374	N02.BalHet	3	135.6.3	0.488619195
19948	CL135	135	6	31388306	31401219	-0.3809171	0.350431128	16	N01.Homozygous	4	135.6.4	0.483140547
19949	CL135	135	6	31402666	31791136	-0.03704022	0.302177677	619	N02.BalHet	5	135.6.5	0.478536741
19950	CL135	135	6	31793321	31886810	-0.00542508	0.102350163	133	N02.Homozygous	6	135.6.6	0.448296017
19951	CL135	135	6	31886848	32881423	-0.033068885	0.248069065	1336	N02.BalHet	7	135.6.7	0.484789189
19952	CL135	135	6	32881836	32886400	-0.55610325	0.72543805	6	N01.Homozygous	8	135.6.8	0.5
19953	CL135	135	6	32886509	33075506	-0.008374968	0.270877139	323	N02.Homozygous	9	135.6.9	0.485876637
19954	CL135	135	6	33076254	68363170	0.004807359	0.185312127	6899	N02.BalHet	10	135.6.10	0.486123098
19955	CL135	135	6	68368605	68874750	0.09096761	0.181863963	101	N03.Homozygous	11	135.6.11	0.481368073
19956	CL135	135	6	68877195	69769778	0.035259166	0.187563249	214	N02.BalHet	12	135.6.12	0.475436526
19957	CL135	135	6	69771668	69838507	-0.01679429	0.184061204	17	N02.UnbalHet	13	135.6.13	0.467263803
19958	CL135	135	6	69850758	170845877	0.007344597	0.196165234	22531	N02.BalHet	14	135.6.14	0.486771872
19959	CL135	135	7	37124	115877	-0.1881612	0.151058874	13	N01.Homozygous	1	135.7.1	0.5
19960	CL135	135	7	132529	145534795	0.006058685	0.188274835	30756	N02.BalHet	2	135.7.2	0.485197864
19961	CL135	135	7	145563946	145667194	-0.2817071	0.295486391	12	N01.UnbalHet	3	135.7.3	0.5
19962	CL135	135	7	145667832	158812247	-0.013305393	0.183479511	3299	N02.BalHet	4	135.7.4	0.48904236
19963	CL135	135	8	52041	7182766	0.005951985	0.192812016	3867	N02.BalHet	1	135.8.1	0.479180265
19964	CL135	135	8	7184351	7844541	0.2572792	0.154388734	38	NoCall	2	135.8.2	0.475318762
19965	CL135	135	8	7852189	15439515	0.010834645	0.193974458	2755	N02.BalHet	3	135.8.3	0.485648999
19966	CL135	135	8	15447307	15455979	-0.3539058	0.250942228	7	N01.Homozygous	4	135.8.4	0.47491235
19967	CL135	135	8	15464148	56291117	-0.004711606	0.190708343	8138	N02.BalHet	5	135.8.5	0.484184501
19968	CL135	135	8	56295874	56869548	-0.00324005	0.168082646	137	N02.Homozygous	6	135.8.6	0.490570701
19969	CL135	135	8	56871255	75006389	0.00083076	0.183983993	3762	N02.BalHet	7	135.8.7	0.4871871
19970	CL135	135	8	75008187	76801771	0.032614159	0.221141164	362	N02.Homozygous	8	135.8.8	0.478489019
19971	CL135	135	8	76807128	115695278	0.011751471	0.182778106	7050	N02.BalHet	9	135.8.9	0.485309665
19972	CL135	135	8	115704806	115711712	-0.469038	0.21934955	7	N01.Homozygous	10	135.8.10	0.476591363
19973	CL135	135	8	115719585	146264218	-0.011211663	0.17644032	7579	N02.BalHet	11	135.8.11	0.488485318
19974	CL135	135	9	36587	577663	-0.01961189	0.199019314	232	N02.BalHet	1	135.9.1	0.094431169
19975	CL135	135	9	581094	596900	-0.5977019	0.408800799	14	N01.Homozygous	2	135.9.2	0.5
19976	CL135	135	9	597738	43599125	0.015190805	0.187379885	11511	N02.BalHet	3	135.9.3	0.48602848
19977	CL135	135	9	43608776	68196906	-0.02179448	0.201933675	180	N02.UnbalHet	4	135.9.4	0.484311527
19978	CL135	135	9	68198820	140225046	-0.010603855	0.175866908	16695	N02.BalHet	5	135.9.5	0.485847019
19979	CL135	135	10	59083	47013541	-0.009256853	0.183935493	11613	N02.BalHet	1	135.10.1	0.484992554
19980	CL135	135	10	47025300	47122505	-0.3752585	0.25272305	32	N01.Homozygous	2	135.10.2	0.424608525
19981	CL135	135	10	47129146	58420209	0.022724713	0.182783152	2591	N02.BalHet	3	135.10.3	0.489049087
19982	CL135	135	10	58420909	58440757	-0.56133575	0.367269717	6	N01.Homozygous	4	135.10.4	0.488661153
19983	CL135	135	10	58442806	67820257	0.02042091	0.185699443	1994	N02.BalHet	5	135.10.5	0.4842124
19984	CL135	135	10	67823196	67895016	0.0804362	0.173104152	25	N02.UnbalHet	6	135.10.6	0.43723563
19985	CL135	135	10	67906707	96111820	-0.009337524	0.195314641	6446	N02.BalHet	7	135.10.7	0.484376727
19986	CL135	135	10	96122096	96904337	-0.021318513	0.186948085	153	N02.Homozygous	8	135.10.8	0.484081504
19987	CL135	135	10	96918692	135372744	-0.007582238	0.180857992	9219	N02.BalHet	9	135.10.9	0.489180475
19988	CL135	135	11	123495	211824	-0.057585915	0.191745741	24	N02.BalHet	1	135.11.1	0.49271297
19989	CL135	135	11	213272	399815	-0.04532943	0.181540682	63	N01.UnbalHet	2	135.11.2	0.065678015
19990	CL135	135	11	401185	414291	-0.4946027	0.195050651	5	NoCall	3	135.11.3	0.5
19991	CL135	135	11	418385	46923384	-0.005272806	0.181281623	11208	N02.BalHet	4	135.11.4	0.484024661
19992	CL135	135	11	46923991	47085973	-0.3322755	0.339644115	13	N01.Homozygous	5	135.11.5	0.466857934
19993	CL135	135	11	47088708	48894400	-0.049637107	0.19177885	205	N02.BalHet	6	135.11.6	0.477999635
19994	CL135	135	11	48896536	49010177	-0.2092908	0.221963892	31	N01.Homozygous	7	135.11.7	0.479059113
19995	CL135	135	11	49011063	84928653	-0.017206145	0.185263059	6061	N02.BalHet	8	135.11.8	0.489653905
19996	CL135	135	11	84941372	84955518	-0.5750468	0.376247727	5	N01.Homozygous	9	135.11.9	0.474339107
19997	CL135	135	11	84958206	88240462	-0.01453081	0.201903396	909	N02.BalHet	10	135.11.10	0.482407241
19998	CL135	135	11	88251764	88309000	-0.062098579	0.181113691	16	N01.UnbalHet	11	135.11.11	0.485663257
19999	CL135	135	11	88316502	91442319	0.04559024	0.200684115	593	N02.BalHet	12	135.11.12	0.482441179
20000	CL135	135	11	91455249	91466486	-0.30017085	0.249816619	8	N01.Homozygous	13	135.11.13	0.450794033
20001	CL135	135	11	91478169	134445626	0.00064881	0.182674975	10570	N02.BalHet	14	135.11.14	0.487252902
20002	CL135	135	12	21054	8066251	0.146209892	0.165841704	2349	N03.UnbalHet	1	135.12.1	0.343135966
20003	CL135	135	12	8081473	8507076	0.05550378	0.214754616	60	N02.UnbalHet	2	135.12.2	0.362197561
20004	CL135	135	12	8533984	16781709	0.187834515	0.181115268	2073	N03.UnbalHet	3	135.12.3	0.349747927
20005	CL135	135	12	16787479	24347632	0.263318495	0.201097867	1978	N04.UnbalHet	4	135.12.4	0.347665554
20006	CL135	135	12	24348978	26989469	0.1968546	0.16579228	809	N03.UnbalHet	5	135.12.5	0.338689856
20007	CL135	135	12	26992131	27015922	0.42537335	0.211298662	12	N06.BalHet	6	135.12.6	0.364394906
20008	CL135	135	12	27021216	32653050	0.190137862	0.174923508	1498	N03.UnbalHet	7	135.12.7	0.339208818
20009	CL135	135	12	32654741	34194376	0.24076485	0.18754609	308	N04.UnbalHet	8	135.12.8	0.320681962
20010	CL135	135	12	34206444	34544292	0.002814547	0.269541112	24	N02.UnbalHet	9	135.12.9	0.35681163
20011	CL135	135	12	34564711	53810439	0.194820178	0.17569759	3468	N03.UnbalHet	10	135.12.10	0.338531325
20012	CL135	135	12	53812099	54089853	0.28436035	0.153641715	34	N04.UnbalHet	11	135.12.11	0.340922597
20013	CL135	135	12	54091810	56582765	0.12803895	0.176567262	331	N03.UnbalHet	12	135.12.12	0.342670315
20014	CL135	135	12	56585517	60119327	0.25400871	0.179142991	582	N04.UnbalHet	13	135.12.13	0.330093709
20015	CL135	135	12	60121811	68359183	0.212568691	0.172714594	1885	N03.UnbalHet	14	135.12.14	0.335491408
20016	CL135	135	12	68360004	73969063	0.269291523	0.17799908	1162	N04.UnbalHet	15	135.12.15	0.3389121
20017	CL135	135	12	73977054	75989652	0.20729955	0.179923091	368	N03.UnbalHet	16	135.12.16	0.351000423
20018	CL135	135	12	75992819	82308633	0.27829155	0.180441703	1243	N04.UnbalHet	17	135.12.17	0.342463101
20019	CL135	135	12	82310360	82316478	-0.2660641	0.468621626	5	N01.Homozygous	18	135.12.18	0.34844077
20020	CL135	135	12	82317669	87189927	0.308508038	0.193674837	669	N04.UnbalHet	19	135.12.19	0.342422296
20021	CL135	135	12	87214920	132288869	0.169816809	0.180085953	10472	N03.UnbalHet	20	135.12.20	0.342419554
20022	CL135	135	13	17922259	49429768	-0.013360493	NA	7964	N02.BalHet	1	135.13.1	0.479657559
20023	CL135	135	13	49433864	50446356	-0.335988867	0.372485138	244	N01.Homozygous	2	135.13.2	0.489262894
20024	CL135	135	13	50460373	56659471	0.027829856	0.180410783	1109	N02.BalHet	3	135.13.3	0.482250482
20025	CL135	135	13	56659853	56680301	-1.502739	0.733227414	5	DoubleLoss	4	135.13.4	0.269438384
20026	CL135	135	13	56690719	60557845	0.029342025	0.205555111	713	N02.BalHet	5	135.13.5	0.489022289
20027	CL135	135	13	60567730	60582004	-0.465587	1.278374529	5	N01.Homozygous	6	135.13.6	0.045828331
20028	CL135	135	13	60582584	114123122	0.025282319	0.201910184	12653	N02.BalHet	7	135.13.7	0.486373172
20029	CL135	135	14	18070422	18590518	-0.06880782	0.207513431	106	N02.Homozygous	1	135.14.1	0.180806139
20030	CL135	135	14	18622796	83384236	-0.009710019	0.191876729	14597	N02.BalHet	2	135.14.2	0.48378916
20031	CL135	135	14	83392659	84032671	0.04484818	0.179982585	135	N02.UnbalHet	3	135.14.3	0.476456282
20032	CL135	135	14	84043045	94380394	-0.000559193	0.210871413	2523	N02.BalHet	4	135.14.4	0.488199956
20033	CL135	135	14	94382114	94385404	-0.4343143	0.252284719	5	N01.Homozygous	5	135.14.5	0.5
20034	CL135	135	14	94386726	105750699	-0.015908886	NA	2491	N02.BalHet	6	135.14.6	0.488874489
20035	CL135	135	14	105775821	106072493	0.2172272	0.166483375	18	N04.BalHet	7	135.14.7	0.481873877
20036	CL135	135	14	106088226	106358708	0.00265133	0.166560278	55	N02.BalHet	8	135.14.8	0.496297225
20037	CL135	135	15	18285782	20306549	-0.05871426	0.230349772	184	N02.Homozygous	1	135.15.1	0.082311373
20038	CL135	135	15	20314760	31806669	-0.012107773	0.186289569	2793	N02.BalHet	2	135.15.2	0.481596949
20039	CL135	135	15	31807041	31821738	0.03608574	0.248493499	12	N02.UnbalHet	3	135.15.3	0.487057815
20040	CL135	135	15	31822821	43020971	-0.01422742	0.184141579	2257	N02.BalHet	4	135.15.4	0.481554059
20041	CL135	135	15	43022238	43809931	-0.000270789	0.188115577	168	N02.Homozygous	5	135.15.5	0.489305124
20042	CL135	135	15	43811643	100320863	-0.018834126	0.190843219	13218	N02.BalHet	6	135.15.6	0.48727236
20043	CL135	135	16	24780	15815984	-0.01961251	0.200060766	4303	N02.BalHet	1	135.16.1	0.475026606
20044	CL135	135	16	15817551	15823449	-0.448574	1.038114497	5	N01.Homozygous	2	135.16.2	0.484313725
20045	CL135	135	16	15823628	32062424	-0.048532525	0.180992546	3169	N02.BalHet	3	135.16.3	0.487356656
20046	CL135	135	16	32071836	32505195	-0.265752954	0.242142474	157	N01.Homozygous	4	135.16.4	0.492824227
20047	CL135	135	16	32511911	88818654	-0.016248952	0.184658773	11182	N02.BalHet	5	135.16.5	0.488751756
20048	CL135	135	17	15521	957228	-0.060101324	NA	320	N02.BalHet	1	135.17.1	0.147041854
20049	CL135	135	17	967136	1431072	-0.07433875	0.180550218	110	N02.Homozygous	2	135.17.2	0.148465141
20050	CL135	135	17	1434521	41785962	-0.02651481	0.199059394	8194	N02.BalHet	3	135.17.3	0.483749459
20051	CL135	135	17	41788595	41914286	0.2009601	0.146750288	37	N03.Homozygous	4	135.17.4	0.428769551
20052	CL135	135	17	41922658	46982134	-0.026353698	0.173548097	871	N02.BalHet	5	135.17.5	0.488720927
20053	CL135	135	17	46987781	47983255	0.04130769	0.175773577	205	N02.Homozygous	6	135.17.6	0.487259909
20054	CL135	135	17	47994197	67104833	-0.01699635	0.196994786	3758	N02.BalHet	7	135.17.7	0.489450296
20055	CL135	135	17	67109812	67127961	-1.015523	1.666740664	5	N01.Homozygous	8	135.17.8	0.484174363
20056	CL135	135	17	67129862	78653169	-0.035348055	0.177065529	2891	N02.BalHet	9	135.17.9	0.488926246
20057	CL135	135	18	274	76116152	0.00526127	0.190159739	17817	N02.BalHet	1	135.18.1	0.487226835
20058	CL135	135	19	46981	46043107	-0.037507302	0.182688217	7041	N02.BalHet	1	135.19.1	0.480865614
20059	CL135	135	19	46044103	46085600	-0.3408341	0.587080334	15	N01.Homozygous	2	135.19.2	0.47587109
20060	CL135	135	19	46097802	63802440	-0.03994329	0.182413201	3978	N02.BalHet	3	135.19.3	0.488505345
20061	CL135	135	20	11244	25671632	-0.002337796	0.196354082	7237	N02.BalHet	1	135.20.1	0.488674145
20062	CL135	135	20	25678968	28121437	0.001489105	0.217019346	104	N02.UnbalHet	2	135.20.2	0.495278421
20063	CL135	135	20	28134044	62426157	-0.029201906	0.185305828	7754	N02.BalHet	3	135.20.3	0.486216276
20064	CL135	135	21	9730102	9870617	-0.396424413	0.241271933	8	N01.Homozygous	1	135.21.1	0.5
20065	CL135	135	21	9882667	10186754	-0.09269765	0.151754554	22	N02.Homozygous	2	135.21.2	0.5
20066	CL135	135	21	10190686	14169487	-0.046609677	0.206003056	138	N01.UnbalHet	3	135.21.3	0.180968224
20067	CL135	135	21	14169701	46935542	0.010509567	0.186687019	8685	N02.BalHet	4	135.21.4	0.485234538
20068	CL135	135	22	14456412	21051700	-0.012074141	NA	1490	N02.BalHet	1	135.22.1	0.475168293
20069	CL135	135	22	21051878	21484058	-0.294328688	0.304034408	144	N01.Homozygous	2	135.22.2	0.481053117
20070	CL135	135	22	21502190	21554058	-3.716724	0.869227674	6	DoubleLoss	3	135.22.3	0.467930787
20071	CL135	135	22	21579040	49052476	-0.02788065	0.172627168	7551	N02.BalHet	4	135.22.4	0.482734916
20072	CL135	135	22	49129839	49203088	-0.332735625	0.178623068	10	N01.Homozygous	5	135.22.5	0.480014219
20073	CL135	135	22	49205153	49562479	-0.04258544	0.155497075	83	N02.BalHet	6	135.22.6	0.474195542
20074	CL136	136	1	10004	1089205	-0.062567788	NA	111	N02.Homozygous	1	136.1.1	0.330164895
20075	CL136	136	1	1096336	72733119	-0.015837481	0.150554173	14676	N02.BalHet	2	136.1.2	0.455379763
20076	CL136	136	1	72736905	74838029	0.052033936	0.151385641	288	N02.Homozygous	3	136.1.3	0.463355411
20077	CL136	136	1	74840649	103930296	0.012793959	0.172449939	6173	N02.BalHet	4	136.1.4	0.454327391
20078	CL136	136	1	103941535	104099390	-0.3182677	0.182331748	32	N01.Homozygous	5	136.1.5	0.477574409
20079	CL136	136	1	104107839	107871091	0.04800091	0.166219227	713	N02.BalHet	6	136.1.6	0.458771238
20080	CL136	136	1	107872312	107957883	-0.05627048	0.216719473	34	N01.UnbalHet	7	136.1.7	0.479625898
20081	CL136	136	1	107963023	145002018	-0.018003438	0.205485781	3023	N02.BalHet	8	136.1.8	0.476160863
20082	CL136	136	1	145011345	145304799	-0.000714877	0.165337379	106	N02.Homozygous	9	136.1.9	0.461252569
20083	CL136	136	1	145308966	147292384	-0.026496715	0.17775089	227	N02.BalHet	10	136.1.10	0.449241937
20084	CL136	136	1	147305744	148265683	-0.04952929	0.177681012	79	N01.UnbalHet	11	136.1.11	0.486596505
20085	CL136	136	1	148269060	200605367	0.005061198	0.196796881	10571	N02.Homozygous	12	136.1.12	0.461175927
20086	CL136	136	1	200622797	200868820	0.003087791	0.162985756	38	N02.UnbalHet	13	136.1.13	0.376435832
20087	CL136	136	1	200869189	247185943	0.000984278	0.163346569	11037	N02.Homozygous	14	136.1.14	0.470353726
20088	CL136	136	2	8856	13028939	-0.012772549	0.147820927	3439	N02.BalHet	1	136.2.1	0.469911242
20089	CL136	136	2	13035846	13603158	0.05413184	0.167202411	105	N02.Homozygous	2	136.2.2	0.461996916
20090	CL136	136	2	13608580	27445927	-0.004724082	0.149181706	2686	N02.BalHet	3	136.2.3	0.486650456
20091	CL136	136	2	27484644	28514705	0.019847108	0.143390513	157	N02.Homozygous	4	136.2.4	0.493399716
20092	CL136	136	2	28516837	135585850	-0.000532	0.151609238	21835	N02.BalHet	5	136.2.5	0.483857163
20093	CL136	136	2	135585904	137308584	-0.008719845	0.147567097	234	N02.Homozygous	6	136.2.6	0.488319699
20094	CL136	136	2	137312015	141543418	0.025156663	0.164563905	966	N02.BalHet	7	136.2.7	0.484351541
20095	CL136	136	2	141548809	141674705	0.1179192	0.123241237	35	N03.Homozygous	8	136.2.8	0.488880598
20096	CL136	136	2	141674930	141941798	0.051974555	0.159539164	92	N02.BalHet	9	136.2.9	0.475038358
20097	CL136	136	2	141943238	142324036	0.057576581	0.169886252	148	N02.Homozygous	10	136.2.10	0.486789436
20098	CL136	136	2	142325253	145682130	0.00447641	0.147472383	593	N02.BalHet	11	136.2.11	0.470944455
20099	CL136	136	2	145699732	146570124	0.053622588	0.146443213	130	N02.Homozygous	12	136.2.12	0.48407882
20100	CL136	136	2	146574041	146592386	-3.249594228	NA	5	DoubleLoss	13	136.2.13	0.5
20101	CL136	136	2	146597403	159673112	0.011429407	0.155864424	2401	N02.BalHet	14	136.2.14	0.487374565
20102	CL136	136	2	159679185	159910514	-0.0260023	0.219916671	65	N01.UnbalHet	15	136.2.15	0.471942791
20103	CL136	136	2	159912672	208061364	0.008989604	0.152018863	8752	N02.BalHet	16	136.2.16	0.485194132
20104	CL136	136	2	208064035	208066083	-0.4566087	0.170860392	7	N01.Homozygous	17	136.2.17	0.493432839
20105	CL136	136	2	208071307	237373250	-0.001071776	0.14774049	6469	N02.BalHet	18	136.2.18	0.488262239
20106	CL136	136	2	237378925	238051967	-0.01071701	0.460955701	171	N02.Homozygous	19	136.2.19	0.48927977
20107	CL136	136	2	238069867	242692820	-0.024684	0.148692087	1227	N02.BalHet	20	136.2.20	0.486116413
20108	CL136	136	3	38411	79839174	0.002807906	0.14922492	18749	N02.BalHet	1	136.3.1	0.485389262
20109	CL136	136	3	79843464	81260629	0.057899996	0.155228193	186	N02.Homozygous	2	136.3.2	0.472374693
20110	CL136	136	3	81270557	89214029	0.061846503	0.156765876	1102	N02.BalHet	3	136.3.3	0.477635024
20111	CL136	136	3	89217815	95073766	0.049015667	0.178908259	163	N02.UnbalHet	4	136.3.4	0.491652507
20112	CL136	136	3	95087816	105728831	0.024703802	0.209242867	1588	N02.BalHet	5	136.3.5	0.492440486
20113	CL136	136	3	105729385	106308609	0.036744482	0.161231842	217	N02.Homozygous	6	136.3.6	0.49059779
20114	CL136	136	3	106314295	113576590	0.015008515	0.195747455	1410	N02.BalHet	7	136.3.7	0.487127307
20115	CL136	136	3	113585830	113596024	-0.4944282	0.180069395	10	N01.Homozygous	8	136.3.8	0.493336085
20116	CL136	136	3	113597506	137064983	-0.013743531	0.152716098	4915	N02.BalHet	9	136.3.9	0.488606716
20117	CL136	136	3	137070501	138057211	0.001901344	0.15866732	123	N02.Homozygous	10	136.3.10	0.477889553
20118	CL136	136	3	138061889	176560380	0.015306535	0.177597822	7635	N02.BalHet	11	136.3.11	0.488731969
20119	CL136	136	3	176564661	176570084	-0.31697375	0.239723149	6	N01.Homozygous	12	136.3.12	0.47138305
20120	CL136	136	3	176571529	199402546	-0.004349045	0.172396673	4769	N02.BalHet	13	136.3.13	0.485873512
20121	CL136	136	4	7764	19120605	-0.006349206	NA	4700	N02.BalHet	1	136.4.1	0.480591673
20122	CL136	136	4	19124304	19131054	-4.478597	2.671878245	5	DoubleLoss	2	136.4.2	0.483433553
20123	CL136	136	4	19144341	27766545	0.015115485	0.15224721	2009	N02.BalHet	3	136.4.3	0.48500002
20124	CL136	136	4	27768468	28346979	0.05003967	0.156485564	119	N02.Homozygous	4	136.4.4	0.480093279
20125	CL136	136	4	28347186	33429363	0.066802376	0.151258488	876	N02.BalHet	5	136.4.5	0.488233968
20126	CL136	136	4	33432805	34456032	0.101541588	0.143280328	128	N03.Homozygous	6	136.4.6	0.484344997
20127	CL136	136	4	34469747	43455970	-0.006505663	0.150146405	2030	N02.BalHet	7	136.4.7	0.487533433
20128	CL136	136	4	43467613	43557528	-0.03447116	0.192034794	21	N01.UnbalHet	8	136.4.8	0.481454551
20129	CL136	136	4	43558783	49337468	0.019508925	NA	810	N02.BalHet	9	136.4.9	0.489014978
20130	CL136	136	4	49345777	52378364	-0.44465265	0.625023747	4	N01.Homozygous	10	136.4.10	0.497633984
20131	CL136	136	4	52391549	63345748	0.030874362	0.157255521	1959	N02.BalHet	11	136.4.11	0.481272732
20132	CL136	136	4	63352170	63357704	-0.3927638	0.671682674	5	N01.Homozygous	12	136.4.12	0.5
20133	CL136	136	4	63367153	132859693	0.022056903	0.161985207	12610	N02.BalHet	13	136.4.13	0.480444418
20134	CL136	136	4	132869027	132906627	-0.21555595	0.124474731	10	N01.Homozygous	14	136.4.14	0.314945037
20135	CL136	136	4	132909293	134346726	0.092448735	0.184238338	180	N02.BalHet	15	136.4.15	0.496979617
20136	CL136	136	4	134352228	134371364	-3.447755	2.311227565	5	DoubleLoss	16	136.4.16	0.470840926
20137	CL136	136	4	134373237	138393207	0.07305214	0.154260236	646	N02.BalHet	17	136.4.17	0.484781475
20138	CL136	136	4	138393479	138589236	0.09215642	0.133964104	45	N03.Homozygous	18	136.4.18	0.49033732
20139	CL136	136	4	138591265	181300806	0.020864183	0.174815166	7958	N02.BalHet	19	136.4.19	0.487537104
20140	CL136	136	4	181303011	181373547	0.02481498	0.15298795	25	N02.UnbalHet	20	136.4.20	0.481420601
20141	CL136	136	4	181373623	186728417	0.006160393	0.156536902	1541	N02.BalHet	21	136.4.21	0.486451749
20142	CL136	136	4	186736540	186849669	-0.235501708	0.173429544	48	N01.UnbalHet	22	136.4.22	0.481656452
20143	CL136	136	4	186853228	191252241	0.016342422	0.161751192	1078	N02.BalHet	23	136.4.23	0.48636731
20144	CL136	136	5	73747	19588373	0.005861868	0.198629098	5088	N02.BalHet	1	136.5.1	0.474893597
20145	CL136	136	5	19588755	20495395	0.054748455	0.158683324	116	N02.Homozygous	2	136.5.2	0.475201055
20146	CL136	136	5	20498209	45805154	0.029859752	0.155821819	4899	N02.BalHet	3	136.5.3	0.480078862
20147	CL136	136	5	45806009	50114791	0.028409981	0.163828902	137	N02.Homozygous	4	136.5.4	0.480322354
20148	CL136	136	5	50124074	68849887	0.005558015	0.148625323	3949	N02.BalHet	5	136.5.5	0.486485974
20149	CL136	136	5	68855799	70752923	-0.07597137	0.339146799	304	N02.Homozygous	6	136.5.6	0.484966173
20150	CL136	136	5	70763700	177650329	0.000131233	0.161684438	22144	N02.BalHet	7	136.5.7	0.48730997
20151	CL136	136	5	177650995	177660097	-0.30448115	0.392706171	8	N01.Homozygous	8	136.5.8	0.489915579
20152	CL136	136	5	177663749	180837061	-0.01200988	0.200419432	771	N02.BalHet	9	136.5.9	0.488442063
20153	CL136	136	6	34571	28855622	-0.006635482	0.147068658	7977	N02.BalHet	1	136.6.1	0.47884512
20154	CL136	136	6	28859706	29461387	-0.002289482	0.172664671	116	N02.Homozygous	2	136.6.2	0.478292926
20155	CL136	136	6	29462778	30200914	-0.024573916	0.180396368	719	N02.BalHet	3	136.6.3	0.476715295
20156	CL136	136	6	30201116	30429168	-0.027972582	0.143606434	284	N02.Homozygous	4	136.6.4	0.475952689
20157	CL136	136	6	30429340	58144796	-0.020324367	0.167681347	9514	N02.BalHet	5	136.6.5	0.48203652
20158	CL136	136	6	58152177	61942912	0.010396081	0.174389096	82	N02.UnbalHet	6	136.6.6	0.470588867
20159	CL136	136	6	61943083	63148528	0.078283354	0.178215245	171	N02.Homozygous	7	136.6.7	0.478057895
20160	CL136	136	6	63160755	120790477	0.024117941	0.162831876	11423	N02.BalHet	8	136.6.8	0.484235675
20161	CL136	136	6	120792408	121423745	0.07498042	0.229229609	134	N02.Homozygous	9	136.6.9	0.491265002
20162	CL136	136	6	121440234	139314822	0.015860819	0.152860655	3882	N02.BalHet	10	136.6.10	0.483737065
20163	CL136	136	6	139326560	139462688	-0.01587043	0.135692671	29	N02.UnbalHet	11	136.6.11	0.47672815
20164	CL136	136	6	139467599	160566602	-0.003357311	0.153477318	5074	N02.BalHet	12	136.6.12	0.484584402
20165	CL136	136	6	160572919	161041293	0.009126809	0.147040741	138	N02.Homozygous	13	136.6.13	0.472241146
20166	CL136	136	6	161048937	170845877	-0.000207732	0.153037711	3122	N02.BalHet	14	136.6.14	0.485736748
20167	CL136	136	7	37124	896338	-0.048180858	0.118788227	80	N02.BalHet	1	136.7.1	0.292308338
20168	CL136	136	7	911734	954145	-0.2582123	0.251944338	10	N01.Homozygous	2	136.7.2	0.036846151
20169	CL136	136	7	965328	61078082	0.001417452	0.151855099	14804	N02.BalHet	3	136.7.3	0.481057227
20170	CL136	136	7	61081876	61225802	-0.165890009	0.110983449	33	N01.Homozygous	4	136.7.4	0.48334768
20171	CL136	136	7	61239879	65086976	-0.006552717	0.155051271	500	N02.BalHet	5	136.7.5	0.484047111
20172	CL136	136	7	65104000	65934625	-0.00619124	0.140519708	158	N02.Homozygous	6	136.7.6	0.513963115
20173	CL136	136	7	65941858	66503610	-0.03928099	0.154951597	92	N02.BalHet	7	136.7.7	0.46828186
20174	CL136	136	7	66515315	67061656	0.019955325	0.166824444	128	N02.Homozygous	8	136.7.8	0.481148773
20175	CL136	136	7	67063758	110601044	0.015621476	0.153781425	8440	N02.BalHet	9	136.7.9	0.486400467
20176	CL136	136	7	110601101	110811721	0.1072627	0.178525685	75	N03.Homozygous	10	136.7.10	0.478648706
20177	CL136	136	7	110816800	158812247	-0.001944125	0.176719976	9760	N02.BalHet	11	136.7.11	0.487692858
20178	CL136	136	8	52041	26421633	0.008718599	0.155529713	10220	N02.BalHet	1	136.8.1	0.482562372
